name,category,build_date,num_events,ActsTrackFindingAlg,ActsPixelSeedingAlg,ActsStripSeedingAlg,ActsPixelClusterizationAlg,ActsStripClusterizationAlg,ActsStripSpacePointFormationAlg,ActsPixelSpacePointFormationAlg,ActsAmbiguityResolutionAlg,avg_mem_ActsTrackFindingAlg,avg_mem_ActsPixelSeedingAlg,avg_mem_ActsStripSeedingAlg,avg_mem_ActsPixelClusterizationAlg,avg_mem_ActsStripClusterizationAlg,avg_mem_ActsStripSpacePointFormationAlg,avg_mem_ActsPixelSpacePointFormationAlg,avg_mem_ActsAmbiguityResolutionAlg,ckf_tracks,selected_tracks,input_seeds,efficiency,pixel_clusters,strip_clusters
05-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-05 21:01:00,100.0,15.52816313131313,1.8086052525252527,0.4117589898989899,0.5570476767676767,0.3358145454545455,0.0,0.0,0.0,426858.0909090909,12009.20202020202,2406.4343434343436,72493.0202020202,47754.37373737374,0.0,0.0,0.0,26371.7,6406.03,31457.68,,,
06-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-06 21:01:00,100.0,15.697608282828282,1.8136364646464649,0.4117727272727273,0.5557487878787879,0.33897242424242424,0.0,0.0,0.0,426858.0909090909,12009.191919191919,2406.4444444444443,72493.0101010101,47582.767676767675,0.0,0.0,0.0,26371.7,6406.03,31457.68,,,
07-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-07 21:01:00,100.0,15.38754232323232,1.8146106060606062,0.41194797979797976,0.5590090909090909,0.33623060606060606,0.0,0.0,0.0,426858.0909090909,12009.212121212122,2406.4343434343436,72493.0202020202,47754.37373737374,0.0,0.0,0.0,26371.7,6406.03,31457.68,,,
11-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-11 21:01:00,100.0,15.53757505050505,1.8139650505050504,0.4117747474747474,0.5561805050505051,0.3336528282828283,0.0,0.0,0.0,426858.0909090909,12009.212121212122,2406.4343434343436,72493.0101010101,47754.36363636364,0.0,0.0,0.0,26371.7,6406.03,31457.68,,,
12-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-12 21:01:00,100.0,15.454826060606061,1.8157197979797979,0.4120096969696969,0.5636408080808081,0.33889585858585863,0.0,0.0,0.0,426858.0909090909,12009.20202020202,2406.4343434343436,72493.0,47580.757575757576,0.0,0.0,0.0,26371.7,6406.03,31457.68,,,
13-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-13 21:01:00,100.0,16.018294444444443,1.8148786868686868,0.41189050505050506,0.5741989898989899,0.34044464646464645,0.09591030303030303,0.027020505050505052,0.23320858585858587,426858.0909090909,12009.20202020202,2406.4343434343436,72493.0101010101,47754.36363636364,16844.242424242424,30181.282828282827,28244.777777777777,26371.7,6406.03,31457.68,,,
15-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-15 21:01:00,100.0,16.053784545454544,1.8185254545454546,0.41355373737373735,0.5741684848484848,0.33931545454545453,0.09589484848484847,0.026032929292929295,0.22640575757575757,426858.0909090909,12009.191919191919,2406.4444444444443,72493.0101010101,47582.767676767675,16844.242424242424,30181.282828282827,28244.777777777777,26371.7,6406.03,31457.68,,,
16-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-16 21:01:00,100.0,15.931922525252526,1.8196684848484848,0.41250939393939395,0.563869898989899,0.34113505050505055,0.09577949494949495,0.026058383838383842,0.22579555555555553,426858.0909090909,12009.20202020202,2406.4343434343436,72493.0,47754.36363636364,16844.242424242424,30181.282828282827,28244.777777777777,26371.7,6406.03,31457.68,,,
17-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-17 21:01:00,100.0,15.892311717171717,1.8203131313131315,0.4125754545454546,0.6063692929292929,0.33991242424242424,0.09566929292929294,0.02609141414141414,0.22566777777777777,426858.0909090909,12009.20202020202,2406.4343434343436,72493.0101010101,47580.242424242424,16844.242424242424,30181.282828282827,28244.777777777777,26371.7,6406.03,31457.68,,,
18-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-18 21:01:00,100.0,14.004496868686868,1.817197272727273,0.41246292929292927,0.5520570707070707,0.3403348484848485,0.09566919191919192,0.025737070707070705,0.1378390909090909,273997.1919191919,12009.20202020202,2406.4343434343436,72493.0202020202,47754.36363636364,16844.23232323232,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,,,
19-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-19 21:01:00,100.0,14.043152424242425,1.817098585858586,0.4124264646464647,0.5723756565656566,0.3386830303030303,0.09556919191919191,0.025765959595959596,0.13764040404040404,273997.1919191919,12009.212121212122,2406.4444444444443,72493.0202020202,47754.37373737374,16844.23232323232,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,,,
20-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-20 21:01:00,100.0,14.111017272727272,1.8161297979797981,0.41249838383838383,0.576120101010101,0.3418922222222222,0.09569494949494949,0.0271520202020202,0.13789555555555555,273997.1919191919,12009.212121212122,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,,,
21-03-2024-main-x86_64-el9-gcc13-opt-phase2_recoonly_actstracking-RAWtoALL,spot-mon-phase2_recoonly_actstracking,2024-03-21 21:01:00,100.0,13.707026060606061,1.8157718181818183,0.4121368686868688,0.6249591919191919,0.33989969696969696,0.09558616161616161,0.02631282828282828,0.13765676767676768,273997.1919191919,12009.212121212122,2406.4444444444443,72493.0202020202,47754.37373737374,16844.242424242424,30181.29292929293,27899.49494949495,17488.0,4349.67,31457.68,,,
